scandatum;scanzeit;messpunkt;messpunktname;tour;dispogebiet;sendungen;colli;gewicht;ladezeit
2026-01-20;07:00;MP7;SA Verladung FV;2867592T;NV LT Trans;2;2;378.0;
2026-01-20;07:00;MP7;SA Verladung FV;2867594T;NV LT Trans;8;16;2229.0;
2026-01-20;07:00;MP7;SA Verladung FV;2867596T;NV LT Trans;5;20;833.0;
2026-01-20;07:00;MP7;SA Verladung FV;2867600T;NV Silagi;8;26;2625.0;
2026-01-20;07:00;MP7;SA Verladung FV;2867601T;NV Silagi;9;26;3879.0;
2026-01-20;07:00;MP7;SA Verladung FV;2868078T;NV Alexandru;1;1;27.0;
2026-01-20;07:00;MP7;SA Verladung FV;2868344T;NV AS Transporte;1;1;260.0;
2026-01-20;07:00;MP7;SA Verladung FV;2869039T;NV Tiroch;5;13;430.0;
2026-01-20;07:00;MP7;SA Verladung FV;2869040T;NV Tiroch;8;24;2583.1;
2026-01-20;07:00;MP7;SA Verladung FV;2869177T;WAB NV - großer NV;1;65;13035.0;
2026-01-20;07:00;MP7;SA Verladung FV;2869203T;WAB NV - großer NV;3;32;5649.0;
2026-01-20;07:00;MP7;SA Verladung FV;2872147T;NV AS Transporte;1;1;244.0;
2026-01-20;07:00;MP7;SA Verladung FV;2872685T;WAB NV - großer NV;1;4;100.0;
2026-01-20;07:00;MP7;SA Verladung FV;2873127T;Sonderfahrten;1;9;264.0;
2026-01-20;07:00;MP7;SA Verladung FV;2874504T;WAB NV - großer NV;4;12;915.0;
2026-01-20;07:00;MP7;SA Verladung FV;2881187T;Fallback;2;2;220.0;
2026-01-20;07:30;MP4a;Sonderausgang;2862269T;NV VP Logistik;1;4;54.0;
2026-01-20;07:30;MP4a;Sonderausgang;2862653T;NV Ciortan;1;3;220.0;
2026-01-20;07:30;MP4a;Sonderausgang;2863924T;NV AS Transporte;1;2;187.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866613T;NV Fischer;1;1;495.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866618T;NV Strauss;1;1;155.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866624T;NV Strauss;2;2;297.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866628T;NV AS Transporte;1;1;20.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866629T;NV AS Transporte;1;2;187.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866661T;NV DS Transporte;2;2;222.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866679T;NV Ciortan;1;1;100.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866687T;NV Tiroch;1;1;300.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866688T;NV Tiroch;1;1;125.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866689T;NV Tiroch;4;4;1560.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866731T;NV Bogos Transporte;2;5;1397.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866734T;NV VP Logistik;1;1;8.0;
2026-01-20;07:30;MP4a;Sonderausgang;2866744T;NV Guth;1;1;520.0;
2026-01-20;07:30;MP4a;Sonderausgang;2867567T;NV AS Transporte;1;4;590.0;
2026-01-20;07:30;MP4a;Sonderausgang;2878628T;Fallback;1;1;160.0;
2026-01-20;07:30;MP5;SE Entladung FV;;;53;260;51282.2;
2026-01-20;07:30;MP7;SA Verladung FV;2859938T;NV AS Transporte;1;9;849.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866607T;NV DS Transporte;3;27;5523.9;
2026-01-20;07:30;MP7;SA Verladung FV;2866608T;NV DS Transporte;4;7;536.7;
2026-01-20;07:30;MP7;SA Verladung FV;2866611T;NV Fischer;7;10;1526.7;
2026-01-20;07:30;MP7;SA Verladung FV;2866613T;NV Fischer;12;42;8387.9;
2026-01-20;07:30;MP7;SA Verladung FV;2866616T;NV Strauss;2;2;219.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866618T;NV Strauss;4;22;3680.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866624T;NV Strauss;4;5;1962.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866626T;NV DS Transporte;3;3;516.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866628T;NV AS Transporte;6;6;773.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866629T;NV AS Transporte;11;22;3246.5;
2026-01-20;07:30;MP7;SA Verladung FV;2866655T;NV Strauss;2;5;217.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866657T;NV DS Transporte;10;18;999.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866660T;NV DS Transporte;2;2;641.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866661T;NV DS Transporte;2;29;4358.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866663T;NV DS Transporte;11;59;971.5;
2026-01-20;07:30;MP7;SA Verladung FV;2866664T;NV Ciortan;2;21;4467.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866667T;NV Ciortan;3;3;132.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866668T;NV AS Transporte;9;18;2142.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866670T;NV AS Transporte;1;1;100.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866673T;NV DS Transporte;1;1;212.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866678T;NV AS Transporte;6;6;724.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866679T;NV Ciortan;14;31;6670.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866681T;NV AS Transporte;14;75;1249.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866683T;NV AS Transporte;6;17;4811.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866687T;NV Tiroch;1;3;32.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866688T;NV Tiroch;12;18;2022.5;
2026-01-20;07:30;MP7;SA Verladung FV;2866689T;NV Tiroch;6;17;3013.2;
2026-01-20;07:30;MP7;SA Verladung FV;2866699T;NV AS Transporte;4;12;273.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866706T;NV AS Transporte;5;5;670.3;
2026-01-20;07:30;MP7;SA Verladung FV;2866716T;NV Alexandru;1;4;520.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866728T;NV AS Transporte;7;8;3007.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866729T;NV Bogos Transporte;3;3;466.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866731T;NV Bogos Transporte;6;9;1573.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866733T;NV Bogos Transporte;2;5;832.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866734T;NV VP Logistik;3;6;522.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866736T;NV VP Logistik;6;14;1639.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866742T;NV Tuncay;5;6;1854.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866743T;NV Tuncay;1;1;195.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866744T;NV Guth;7;10;1018.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866745T;NV Guth;5;8;944.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866746T;NV Guth;6;14;5779.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866979T;WAB NV - großer NV;1;1;43.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866982T;NV AS Transporte;2;2;105.0;
2026-01-20;07:30;MP7;SA Verladung FV;2866984T;NV Ciortan;11;49;9244.5;
2026-01-20;07:30;MP7;SA Verladung FV;2867033T;WAB NV - großer NV;7;36;15916.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867055T;WAB NV - großer NV;2;164;9694.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867301T;WAB NV - großer NV;4;54;18706.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867331T;WAB NV - großer NV;3;3;1041.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867396T;NV Ciortan;7;18;3061.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867408T;NV Yeritsyan;7;7;1444.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867410T;NV Yeritsyan;3;3;883.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867530T;WAB NV - großer NV;1;16;8600.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867567T;NV AS Transporte;2;5;1240.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867569T;NV Yeritsyan;1;1;25.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867587T;NV Yeritsyan;8;14;3643.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867588T;NV Yeritsyan;7;37;6731.9;
2026-01-20;07:30;MP7;SA Verladung FV;2867590T;Sonderfahrten;9;17;578.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867600T;NV Silagi;2;2;362.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867601T;NV Silagi;6;9;1560.0;
2026-01-20;07:30;MP7;SA Verladung FV;2867989T;NV AS Transporte;1;1;227.0;
2026-01-20;07:30;MP7;SA Verladung FV;2868098T;NV VP Logistik;1;1;50.0;
2026-01-20;07:30;MP7;SA Verladung FV;2868445T;WAB NV - großer NV;1;1;200.0;
2026-01-20;07:30;MP7;SA Verladung FV;2869024T;NV Silagi;5;8;560.0;
2026-01-20;07:30;MP7;SA Verladung FV;2869034T;Sonderfahrten;1;4;2456.0;
2026-01-20;07:30;MP7;SA Verladung FV;2869039T;NV Tiroch;4;4;566.0;
2026-01-20;07:30;MP7;SA Verladung FV;2869040T;NV Tiroch;2;3;965.1;
2026-01-20;07:30;MP7;SA Verladung FV;2869078T;WAB NV - großer NV;1;3;778.0;
2026-01-20;07:30;MP7;SA Verladung FV;2869133T;WAB NV - großer NV;2;17;4017.5;
2026-01-20;07:30;MP7;SA Verladung FV;2869203T;WAB NV - großer NV;1;6;1050.0;
2026-01-20;07:30;MP7;SA Verladung FV;2869232T;WAB NV - großer NV;1;16;7840.0;
2026-01-20;07:30;MP7;SA Verladung FV;2874775T;Fallback;1;3;10.0;
2026-01-20;08:00;MP4;Nat. Ausgang;2870457T;WAB NV - großer NV;1;16;2196.0;
2026-01-20;08:00;MP4a;Sonderausgang;2863561T;Sonderfahrten;1;5;54.0;
2026-01-20;08:00;MP4a;Sonderausgang;2866683T;NV AS Transporte;1;1;27.0;
2026-01-20;08:00;MP4a;Sonderausgang;2866689T;NV Tiroch;2;2;220.0;
2026-01-20;08:00;MP4a;Sonderausgang;2866719T;NV Strauss;1;8;2480.0;
2026-01-20;08:00;MP4a;Sonderausgang;2866734T;NV VP Logistik;1;1;150.0;
2026-01-20;08:00;MP4a;Sonderausgang;2866749T;NV Silagi;3;3;138.0;
2026-01-20;08:00;MP4a;Sonderausgang;2866984T;NV Ciortan;1;1;109.0;
2026-01-20;08:00;MP4a;Sonderausgang;2867055T;WAB NV - großer NV;1;1;166.5;
2026-01-20;08:00;MP4a;Sonderausgang;2867396T;NV Ciortan;1;1;9.0;
2026-01-20;08:00;MP4a;Sonderausgang;2867598T;NV LT Trans;1;1;644.0;
2026-01-20;08:00;MP4a;Sonderausgang;2869024T;NV Silagi;1;1;402.0;
2026-01-20;08:00;MP7;SA Verladung FV;2862703T;NV Bogos Transporte;1;36;20538.0;
2026-01-20;08:00;MP7;SA Verladung FV;2863974T;NV Ciortan;1;2;154.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866611T;NV Fischer;4;22;872.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866613T;NV Fischer;3;3;268.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866616T;NV Strauss;7;10;1775.4;
2026-01-20;08:00;MP7;SA Verladung FV;2866624T;NV Strauss;1;1;26.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866629T;NV AS Transporte;1;4;651.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866668T;NV AS Transporte;6;24;1525.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866678T;NV AS Transporte;2;9;2742.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866679T;NV Ciortan;8;34;5682.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866681T;NV AS Transporte;2;145;1139.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866683T;NV AS Transporte;4;4;423.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866687T;NV Tiroch;8;18;588.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866689T;NV Tiroch;3;12;5367.1;
2026-01-20;08:00;MP7;SA Verladung FV;2866706T;NV AS Transporte;1;1;88.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866719T;NV Strauss;4;4;467.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866724T;DM AS-Transport;4;25;9904.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866731T;NV Bogos Transporte;1;1;38.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866733T;NV Bogos Transporte;1;36;6.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866734T;NV VP Logistik;4;25;2688.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866742T;NV Tuncay;2;2;759.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866743T;NV Tuncay;2;2;1015.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866744T;NV Guth;2;82;954.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866745T;NV Guth;4;19;8888.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866746T;NV Guth;7;13;1841.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866749T;NV Silagi;11;11;1132.0;
2026-01-20;08:00;MP7;SA Verladung FV;2866984T;NV Ciortan;7;21;4064.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867045T;WAB NV - großer NV;2;4;601.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867055T;WAB NV - großer NV;1;96;5640.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867159T;WAB NV - großer NV;2;2;247.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867396T;NV Ciortan;2;2;398.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867408T;NV Yeritsyan;6;9;1112.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867410T;NV Yeritsyan;6;14;4145.5;
2026-01-20;08:00;MP7;SA Verladung FV;2867569T;NV Yeritsyan;2;5;1322.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867587T;NV Yeritsyan;2;2;166.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867588T;NV Yeritsyan;4;71;6413.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867601T;NV Silagi;2;2;610.0;
2026-01-20;08:00;MP7;SA Verladung FV;2867982T;NV Strauss;1;1;60.0;
2026-01-20;08:00;MP7;SA Verladung FV;2868030T;NV AS Transporte;1;2;172.0;
2026-01-20;08:00;MP7;SA Verladung FV;2868096T;NV VP Logistik;1;1;10.0;
2026-01-20;08:00;MP7;SA Verladung FV;2868110T;Sonderfahrten;1;1;142.0;
2026-01-20;08:00;MP7;SA Verladung FV;2868355T;WAB NV - großer NV;1;1;37.0;
2026-01-20;08:00;MP7;SA Verladung FV;2868365T;WAB NV - großer NV;7;16;3210.0;
2026-01-20;08:00;MP7;SA Verladung FV;2868695T;WAB NV - großer NV;2;2;96.0;
2026-01-20;08:00;MP7;SA Verladung FV;2868760T;NV Ciortan;1;1;80.0;
2026-01-20;08:00;MP7;SA Verladung FV;2869023T;NV Silagi;4;18;4851.0;
2026-01-20;08:00;MP7;SA Verladung FV;2869024T;NV Silagi;3;26;1802.0;
2026-01-20;08:00;MP7;SA Verladung FV;2869026T;NV Ciortan;2;2;455.0;
2026-01-20;08:00;MP7;SA Verladung FV;2869078T;WAB NV - großer NV;3;11;3724.0;
2026-01-20;08:00;MP7;SA Verladung FV;2870047T;WAB NV - großer NV;3;86;17128.0;
2026-01-20;08:00;MP9a;Sonderscan;;;6;27;2871.0;
2026-01-20;08:00;MP9b;NV Eingang;;;121;489;79789.2;
2026-01-20;08:30;MP4a;Sonderausgang;2864889T;NV LT Trans;1;1;83.0;
2026-01-20;08:30;MP4a;Sonderausgang;2866719T;NV Strauss;1;8;2480.0;
2026-01-20;08:30;MP4a;Sonderausgang;2866747T;NV VP Logistik;2;2;371.6;
2026-01-20;08:30;MP4a;Sonderausgang;2867598T;NV LT Trans;2;2;151.0;
2026-01-20;08:30;MP4a;Sonderausgang;2870672T;WAB NV - großer NV;2;29;637.0;
2026-01-20;08:30;MP5;SE Entladung FV;;;19;157;32327.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866609T;NV Fischer;18;45;6127.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866616T;NV Strauss;1;1;101.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866681T;NV AS Transporte;1;1;70.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866719T;NV Strauss;2;2;248.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866724T;DM AS-Transport;4;4;743.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866741T;NV Tuncay;7;10;1267.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866743T;NV Tuncay;4;7;575.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866747T;NV VP Logistik;3;9;1134.0;
2026-01-20;08:30;MP7;SA Verladung FV;2866748T;Sonderfahrten;3;3;1706.2;
2026-01-20;08:30;MP7;SA Verladung FV;2866926T;DM AS-Transport;16;42;16426.0;
2026-01-20;08:30;MP7;SA Verladung FV;2867411T;NV Yeritsyan;1;1;143.0;
2026-01-20;08:30;MP7;SA Verladung FV;2867569T;NV Yeritsyan;1;1;60.0;
2026-01-20;08:30;MP7;SA Verladung FV;2867570T;NV Fischer;10;13;954.6;
2026-01-20;08:30;MP7;SA Verladung FV;2867588T;NV Yeritsyan;1;1;87.0;
2026-01-20;08:30;MP7;SA Verladung FV;2867598T;NV LT Trans;6;6;921.4;
2026-01-20;08:30;MP7;SA Verladung FV;2868103T;NV Tuncay;1;1;74.0;
2026-01-20;08:30;MP7;SA Verladung FV;2868110T;Sonderfahrten;1;1;40.0;
2026-01-20;08:30;MP7;SA Verladung FV;2869011T;WAB NV - großer NV;10;34;3297.2;
2026-01-20;08:30;MP7;SA Verladung FV;2869023T;NV Silagi;3;54;6096.0;
2026-01-20;08:30;MP7;SA Verladung FV;2869024T;NV Silagi;7;8;1573.4;
2026-01-20;08:30;MP7;SA Verladung FV;2869026T;NV Ciortan;14;55;8607.7;
2026-01-20;08:30;MP7;SA Verladung FV;2869052T;NV AS Transporte;3;11;541.0;
2026-01-20;08:30;MP7;SA Verladung FV;2870047T;WAB NV - großer NV;1;1;63.0;
2026-01-20;08:30;MP7;SA Verladung FV;2870672T;WAB NV - großer NV;1;1;41.0;
2026-01-20;08:30;MP7;SA Verladung FV;2873546T;NV Strauss;1;1;200.0;
2026-01-20;08:30;MP9a;Sonderscan;;;10;23;4621.3;
2026-01-20;08:30;MP9b;NV Eingang;;;135;346;58789.7;
2026-01-20;09:00;MP2;Nat. Eingang;2869049T;WAB NV - Abholer;23;39;11969.7;
2026-01-20;09:00;MP4a;Sonderausgang;2866738T;NV VP Logistik;1;1;107.0;
2026-01-20;09:00;MP4a;Sonderausgang;2866741T;NV Tuncay;1;4;686.4;
2026-01-20;09:00;MP4a;Sonderausgang;2869043T;NV Tiroch;5;16;2615.0;
2026-01-20;09:00;MP5;SE Entladung FV;;;29;123;23728.1;
2026-01-20;09:00;MP7;SA Verladung FV;2866609T;NV Fischer;1;9;270.0;
2026-01-20;09:00;MP7;SA Verladung FV;2866674T;NV DS Transporte;9;35;4430.0;
2026-01-20;09:00;MP7;SA Verladung FV;2866738T;NV VP Logistik;7;18;9722.0;
2026-01-20;09:00;MP7;SA Verladung FV;2866741T;NV Tuncay;2;2;1147.0;
2026-01-20;09:00;MP7;SA Verladung FV;2866743T;NV Tuncay;3;18;1908.0;
2026-01-20;09:00;MP7;SA Verladung FV;2866747T;NV VP Logistik;5;16;2361.5;
2026-01-20;09:00;MP7;SA Verladung FV;2866926T;DM AS-Transport;1;1;220.0;
2026-01-20;09:00;MP7;SA Verladung FV;2867411T;NV Yeritsyan;6;7;1149.0;
2026-01-20;09:00;MP7;SA Verladung FV;2867598T;NV LT Trans;4;7;5350.0;
2026-01-20;09:00;MP7;SA Verladung FV;2867603T;Sonderfahrten;3;4;504.0;
2026-01-20;09:00;MP7;SA Verladung FV;2869011T;WAB NV - großer NV;1;3;156.0;
2026-01-20;09:00;MP7;SA Verladung FV;2869026T;NV Ciortan;1;1;49.2;
2026-01-20;09:00;MP7;SA Verladung FV;2869038T;NV Tiroch;2;2;336.0;
2026-01-20;09:00;MP7;SA Verladung FV;2869043T;NV Tiroch;1;1;900.0;
2026-01-20;09:00;MP9a;Sonderscan;;;2;2;380.0;
2026-01-20;09:00;MP9b;NV Eingang;;;156;556;89906.9;
2026-01-20;09:30;MP2;Nat. Eingang;2865831T;WAB NV - Abholer;21;95;3459.5;
2026-01-20;09:30;MP2;Nat. Eingang;2866145T;WAB NV - Abholer;1;1;60.0;
2026-01-20;09:30;MP2;Nat. Eingang;2867481T;WAB NV - Abholer;18;125;12742.0;
2026-01-20;09:30;MP2;Nat. Eingang;2869049T;WAB NV - Abholer;1;3;826.9;
2026-01-20;09:30;MP4a;Sonderausgang;2863624T;NV Tiroch;1;2;173.0;
2026-01-20;09:30;MP4a;Sonderausgang;2866331T;NV DS Transporte;1;2;12.0;
2026-01-20;09:30;MP4a;Sonderausgang;2866610T;NV Fischer;1;1;250.0;
2026-01-20;09:30;MP4a;Sonderausgang;2866615T;NV DS Transporte;1;1;30.8;
2026-01-20;09:30;MP4a;Sonderausgang;2866654T;NV DS Transporte;1;2;12.0;
2026-01-20;09:30;MP4a;Sonderausgang;2867603T;Sonderfahrten;1;1;167.5;
2026-01-20;09:30;MP4a;Sonderausgang;2869038T;NV Tiroch;1;1;173.0;
2026-01-20;09:30;MP4a;Sonderausgang;2869043T;NV Tiroch;3;3;247.0;
2026-01-20;09:30;MP5;SE Entladung FV;;;35;156;17235.3;
2026-01-20;09:30;MP7;SA Verladung FV;2866610T;NV Fischer;8;115;9569.0;
2026-01-20;09:30;MP7;SA Verladung FV;2866615T;NV DS Transporte;5;5;883.0;
2026-01-20;09:30;MP7;SA Verladung FV;2866654T;NV DS Transporte;2;17;5104.0;
2026-01-20;09:30;MP7;SA Verladung FV;2866674T;NV DS Transporte;1;4;74.0;
2026-01-20;09:30;MP7;SA Verladung FV;2866738T;NV VP Logistik;1;1;50.0;
2026-01-20;09:30;MP7;SA Verladung FV;2866743T;NV Tuncay;1;1;178.0;
2026-01-20;09:30;MP7;SA Verladung FV;2867411T;NV Yeritsyan;2;3;457.0;
2026-01-20;09:30;MP7;SA Verladung FV;2867603T;Sonderfahrten;6;7;669.0;
2026-01-20;09:30;MP7;SA Verladung FV;2869038T;NV Tiroch;6;44;3697.5;
2026-01-20;09:30;MP7;SA Verladung FV;2869043T;NV Tiroch;1;1;86.0;
2026-01-20;09:30;MP9a;Sonderscan;;;18;28;5499.0;
2026-01-20;09:30;MP9b;NV Eingang;;;111;374;64740.3;
2026-01-20;10:00;MP2;Nat. Eingang;2865785T;WAB NV - Abholer;7;7;347.3;
2026-01-20;10:00;MP2;Nat. Eingang;2865831T;WAB NV - Abholer;2;2;593.4;
2026-01-20;10:00;MP2;Nat. Eingang;2866608T;NV DS Transporte;2;17;1900.0;
2026-01-20;10:00;MP2;Nat. Eingang;2866686T;NV Tiroch;5;5;429.0;
2026-01-20;10:00;MP2;Nat. Eingang;2866694T;NV Tiroch;8;8;620.0;
2026-01-20;10:00;MP2;Nat. Eingang;2867507T;WAB NV - Abholer;8;17;5541.0;
2026-01-20;10:00;MP2;Nat. Eingang;2867511T;WAB NV - Abholer;1;4;1830.5;
2026-01-20;10:00;MP2;Nat. Eingang;2869027T;NV VP Logistik;3;3;310.0;
2026-01-20;10:00;MP4a;Sonderausgang;2866654T;NV DS Transporte;1;1;88.0;
2026-01-20;10:00;MP4a;Sonderausgang;2869030T;NV VP Logistik;1;1;68.0;
2026-01-20;10:00;MP5;SE Entladung FV;;;29;437;16051.7;
2026-01-20;10:00;MP7;SA Verladung FV;2866627T;NV DS Transporte;3;11;1023.2;
2026-01-20;10:00;MP7;SA Verladung FV;2866654T;NV DS Transporte;4;7;1752.0;
2026-01-20;10:00;MP7;SA Verladung FV;2866659T;NV DS Transporte;5;22;5190.0;
2026-01-20;10:00;MP7;SA Verladung FV;2866726T;DM AS-Transport;7;22;6656.0;
2026-01-20;10:00;MP7;SA Verladung FV;2869030T;NV VP Logistik;4;4;509.0;
2026-01-20;10:30;MP2;Nat. Eingang;2865711T;WAB NV - Abholer;22;25;11577.4;
2026-01-20;10:30;MP2;Nat. Eingang;2865785T;WAB NV - Abholer;7;7;512.2;
2026-01-20;10:30;MP2;Nat. Eingang;2866655T;NV Strauss;2;2;160.0;
2026-01-20;10:30;MP2;Nat. Eingang;2867507T;WAB NV - Abholer;21;24;5523.4;
2026-01-20;10:30;MP2;Nat. Eingang;2867511T;WAB NV - Abholer;5;16;6187.1;
2026-01-20;10:30;MP4;Nat. Ausgang;2866852T;Linien International;2;180;38792.0;
2026-01-20;10:30;MP4;Nat. Ausgang;2867350T;Linien Ruhr;4;7;4625.2;
2026-01-20;10:30;MP4a;Sonderausgang;2851564T;Sonderfahrten;1;1;24.0;
2026-01-20;10:30;MP4a;Sonderausgang;2866331T;NV DS Transporte;1;2;12.0;
2026-01-20;10:30;MP4a;Sonderausgang;2866614T;NV DS Transporte;1;4;318.0;
2026-01-20;10:30;MP4a;Sonderausgang;2866654T;NV DS Transporte;1;2;12.0;
2026-01-20;10:30;MP4a;Sonderausgang;2866656T;NV Strauss;1;1;163.0;
2026-01-20;10:30;MP4a;Sonderausgang;2867591T;Sonderfahrten;3;11;694.0;
2026-01-20;10:30;MP5;SE Entladung FV;;;34;163;8177.0;
2026-01-20;10:30;MP7;SA Verladung FV;2866614T;NV DS Transporte;10;181;2464.0;
2026-01-20;10:30;MP7;SA Verladung FV;2866627T;NV DS Transporte;5;11;3753.6;
2026-01-20;10:30;MP7;SA Verladung FV;2866656T;NV Strauss;7;15;2978.0;
2026-01-20;10:30;MP7;SA Verladung FV;2866659T;NV DS Transporte;7;13;2876.9;
2026-01-20;10:30;MP7;SA Verladung FV;2866918T;DM AS-Transport;6;20;6962.0;
2026-01-20;10:30;MP7;SA Verladung FV;2866922T;DM AS-Transport;11;75;27998.0;
2026-01-20;10:30;MP7;SA Verladung FV;2867591T;Sonderfahrten;8;8;715.0;
2026-01-20;11:00;MP2;Nat. Eingang;;;1;16;3132.0;
2026-01-20;11:00;MP2;Nat. Eingang;2866175T;WAB NV - Abholer;1;4;221.6;
2026-01-20;11:00;MP2;Nat. Eingang;2866401T;WAB NV - Abholer;9;14;1176.2;
2026-01-20;11:00;MP2;Nat. Eingang;2866618T;NV Strauss;1;1;380.0;
2026-01-20;11:00;MP2;Nat. Eingang;2866620T;NV Strauss;1;4;96.0;
2026-01-20;11:00;MP2;Nat. Eingang;2866624T;NV Strauss;1;1;163.0;
2026-01-20;11:00;MP2;Nat. Eingang;2866657T;NV DS Transporte;1;4;85.0;
2026-01-20;11:00;MP2;Nat. Eingang;2866663T;NV DS Transporte;2;2;296.0;
2026-01-20;11:00;MP2;Nat. Eingang;2866940T;WAB NV - Abholer;17;17;2471.6;
2026-01-20;11:00;MP2;Nat. Eingang;2867507T;WAB NV - Abholer;14;26;7068.7;
2026-01-20;11:00;MP2;Nat. Eingang;2870265T;WAB NV - Abholer;6;9;2277.5;
2026-01-20;11:00;MP2;Nat. Eingang;2870267T;WAB NV - Abholer;2;2;329.6;
